idx,like,word,tfidfscore
3857,,ages,1
3872,,ages,1
3971,,ages,1
3943,,ages,1
2935,,ages,1
2726,,ages,1
2701,,ages,1
3222,,ages,1
3181,,ages,1
3176,,ages,1
3303,,ages,1
4923,,ages,1
4851,,ages,1
4944,,ages,1
4940,,ages,1
4759,,ages,1
4811,,ages,1
4834,,ages,1
4775,,ages,1
5232,,ages,1
5219,,ages,1
5209,,ages,1
5263,,ages,1
5320,,ages,1
5327,,ages,1
5073,,ages,1
5071,,ages,1
5038,,ages,1
5097,,ages,1
5147,,ages,1
5105,,ages,1
5126,,ages,1
4239,,ages,1
4224,,ages,1
4195,,ages,1
4196,,ages,1
4198,,ages,1
4320,,ages,1
4262,,ages,1
4280,,ages,1
4282,,ages,1
4287,,ages,1
4343,,ages,1
4164,,ages,1
4576,,ages,1
4526,,ages,1
4548,,ages,1
4671,,ages,1
4612,,ages,1
4611,,ages,1
4512,,ages,1
4421,,ages,1
4351,,ages,1
4373,,ages,1
4476,,ages,1
4503,,ages,1
4495,,ages,1
887,,ages,1
711,,ages,1
1116,,ages,1
317,,ages,1
59,,ages,1
654,,ages,1
423,,ages,1
2306,,ages,1
2259,,ages,1
2155,,ages,1
2539,,ages,1
2505,,ages,1
2353,,ages,1
1587,,ages,1
1663,,ages,1
1395,,ages,1
1419,,ages,1
1426,,ages,1
1892,,ages,1
1952,,ages,1
1678,,ages,1
1702,,ages,1
2018,,agordat,1
2017,,agordat,1
3036,,aha,1
1718,,ahhhh,1
2659,,ahoy,1
2819,,ai,1
1843,,aim,1
1919,,aim,1
1414,,ak,1
2386,,alamans,1
3679,,alan,1
2212,,alan,1
421,,albae,1
258,,albatros,1
700,,alcazar,1
513,,alea,1
2686,,alexander,1
3676,,aliiiiiive,1
1812,,alma,1
1815,,alma,1
5288,,alphabetti,1
1390,,amigo,1
2448,,ancients,1
2446,,ancients,1
3658,,anderson,1
4656,,angelfire,1
4341,,animals,1
471,,anno,1
3259,,antigua,1
2632,,antwerpen,1
5025,,approx,1
1352,,april,1
1965,,april,1
114,,aquaretto,1
1593,,arabanaikibiti,1
1356,,arcturians,1
3236,,ardennes,1
1050,,argh,1
196,,army,1
44,,army,1
3026,,arsouf,1
205,,artifacts,1
3746,,asia,1
1142,,aspeidn,1
1348,,aspernessling,1
5039,,ateam,1
1913,,attacks,1
1539,,august,1
3861,,austrians,1
2089,,autokrator,1
2675,,awards,1
2836,,awards,1
3139,,awards,1
4752,,awards,1
4694,,awards,1
4832,,awards,1
4782,,awards,1
5061,,awards,1
5055,,awards,1
5077,,awards,1
5172,,awards,1
4042,,awards,1
4565,,awards,1
4391,,awards,1
4486,,awards,1
987,,awards,1
1250,,awards,1
1308,,awards,1
187,,awards,1
271,,awards,1
55,,awards,1
91,,awards,1
515,,awards,1
633,,awards,1
1960,,awards,1
1836,,awards,1
1681,,awards,1
1794,,awards,1
4194,,away,1
1210,,background,1
163,,background,1
352,,background,1
2393,,background,1
1646,,background,1
4741,,backgroundhistory,1
1837,,backstory,1
720,,bag,1
504,,bagradas,1
1813,,balaclava,1
3091,,balderdash,1
5262,,bamboleo,1
1701,,bananagrams,1
5216,,bank,1
2945,,bankraub,1
3287,,bannockburn,1
4028,,banzai,1
3579,,bartmess,1
790,,based,1
718,,bases,1
1076,,batavia,1
117,,batguin,1
3000,,batters,1
3087,,battleaxejune,1
4102,,battles,1
1220,,battles,1
1263,,battles,1
501,,battles,1
502,,battles,1
2473,,battles,1
1719,,battles,1
2035,,battlesson,1
3436,,bc,1
4335,,bear,1
2135,,bear,1
5034,,beat,1
5196,,beest,1
1606,,began,1
1860,,beginning,1
3641,,belisarius,1
503,,beneventum,1
3124,,bennington,1
2186,,berg,1
2568,,berserk,1
2407,,best,1
268,,better,1
4804,,beware,1
249,,beware,1
2047,,beware,1
338,,bgg,1
735,,bgn,1
4250,,big,1
170,,big,1
3359,,bigleaguemanager,1
4679,,biplane,1
5030,,biz,1
3843,,bizarro,1
5342,,blackbeard,1
1888,,blcher,1
4678,,blimp,1
2715,,blockout,1
4848,,blogspot,1
4016,,blogspot,1
4386,,blogspot,1
2904,,bloodmansion,1
4275,,blues,1
3353,,board,1
3738,,board,1
2957,,board,1
4762,,board,1
5248,,board,1
4076,,board,1
4049,,board,1
4173,,board,1
4499,,board,1
386,,board,1
2507,,board,1
1851,,board,1
3984,,boardgamegeek,1
5188,,boardgamegeek,1
4180,,boardgamegeek,1
5115,,boardgamenews,1
4659,,boardgamenews,1
1280,,boardgamenews,1
580,,boardgamenews,1
570,,boardgamenews,1
1341,,boardgamenews,1
1488,,boardgamenews,1
2803,,boardgamesonline,1
1188,,boardgamesonline,1
106,,boardgamesonline,1
3887,,boards,1
3245,,boards,1
3220,,boardspace,1
3219,,boardspace,1
3217,,boardspace,1
2216,,boardspace,1
2424,,boardspace,1
1569,,boardspace,1
1690,,boardspace,1
1692,,boardspace,1
658,,bocce,1
4816,,boddy,1
5132,,body,1
3347,,bolide,1
1762,,bolide,1
3880,,bonegames,1
3879,,bonegames,1
543,,book,1
2202,,book,1
2088,,book,1
2144,,book,1
2635,,book,1
1524,,book,1
2048,,bookkeeping,1
4326,,bookofmormonbattles,1
5340,,bowlastrike,1
5298,,bowlastrike,1
5123,,bowlastrike,1
3573,,box,1
3515,,box,1
3651,,box,1
3644,,box,1
3666,,box,1
3665,,box,1
3661,,box,1
3603,,box,1
3614,,box,1
3624,,box,1
3403,,box,1
3499,,box,1
3489,,box,1
3432,,box,1
3455,,box,1
3912,,box,1
3908,,box,1
3862,,box,1
3868,,box,1
3977,,box,1
3974,,box,1
4007,,box,1
3935,,box,1
3948,,box,1
3733,,box,1
3732,,box,1
3682,,box,1
3714,,box,1
3707,,box,1
3813,,box,1
3806,,box,1
3832,,box,1
3791,,box,1
3786,,box,1
3342,,box,1
2902,,box,1
2897,,box,1
2876,,box,1
2996,,box,1
2951,,box,1
2947,,box,1
2739,,box,1
2689,,box,1
2688,,box,1
2696,,box,1
2764,,box,1
2762,,box,1
3221,,box,1
3254,,box,1
3249,,box,1
3178,,box,1
3207,,box,1
3309,,box,1
3298,,box,1
3285,,box,1
3281,,box,1
3175,,box,1
3013,,box,1
3044,,box,1
3108,,box,1
3107,,box,1
3101,,box,1
3119,,box,1
4008,,box,1
4906,,box,1
4887,,box,1
4884,,box,1
4883,,box,1
4872,,box,1
4985,,box,1
4977,,box,1
4990,,box,1
5009,,box,1
5006,,box,1
4997,,box,1
4947,,box,1
4757,,box,1
4754,,box,1
4747,,box,1
4744,,box,1
4707,,box,1
4705,,box,1
4809,,box,1
4831,,box,1
4830,,box,1
4827,,box,1
4801,,box,1
4780,,box,1
5243,,box,1
5258,,box,1
5246,,box,1
5319,,box,1
5316,,box,1
5315,,box,1
5308,,box,1
5266,,box,1
5307,,box,1
5306,,box,1
5305,,box,1
5271,,box,1
5286,,box,1
5297,,box,1
5014,,box,1
5065,,box,1
5064,,box,1
5092,,box,1
5026,,box,1
5023,,box,1
5158,,box,1
5152,,box,1
5149,,box,1
5098,,box,1
5178,,box,1
5177,,box,1
5168,,box,1
5137,,box,1
5106,,box,1
5104,,box,1
5103,,box,1
5102,,box,1
5118,,box,1
5133,,box,1
5130,,box,1
5125,,box,1
4223,,box,1
4244,,box,1
4242,,box,1
4186,,box,1
4182,,box,1
4207,,box,1
4200,,box,1
4307,,box,1
4277,,box,1
4286,,box,1
4285,,box,1
4067,,box,1
4059,,box,1
4054,,box,1
4083,,box,1
4082,,box,1
4027,,box,1
4033,,box,1
4145,,box,1
4156,,box,1
4162,,box,1
4106,,box,1
4569,,box,1
4567,,box,1
4572,,box,1
4584,,box,1
4583,,box,1
4554,,box,1
4527,,box,1
4653,,box,1
4643,,box,1
4668,,box,1
4661,,box,1
4606,,box,1
4600,,box,1
4629,,box,1
4617,,box,1
4623,,box,1
4510,,box,1
4399,,box,1
4408,,box,1
4422,,box,1
4378,,box,1
4377,,box,1
4374,,box,1
4487,,box,1
4481,,box,1
4471,,box,1
4504,,box,1
4439,,box,1
4451,,box,1
878,,box,1
856,,box,1
869,,box,1
861,,box,1
981,,box,1
976,,box,1
965,,box,1
952,,box,1
946,,box,1
724,,box,1
710,,box,1
671,,box,1
811,,box,1
822,,box,1
768,,box,1
1222,,box,1
1214,,box,1
1234,,box,1
1300,,box,1
1293,,box,1
1282,,box,1
1277,,box,1
1062,,box,1
1007,,box,1
1030,,box,1
1143,,box,1
1147,,box,1
212,,box,1
183,,box,1
175,,box,1
312,,box,1
267,,box,1
56,,box,1
41,,box,1
16,,box,1
138,,box,1
87,,box,1
560,,box,1
558,,box,1
579,,box,1
518,,box,1
509,,box,1
531,,box,1
631,,box,1
629,,box,1
647,,box,1
665,,box,1
652,,box,1
625,,box,1
588,,box,1
623,,box,1
607,,box,1
610,,box,1
397,,box,1
340,,box,1
353,,box,1
417,,box,1
487,,box,1
433,,box,1
425,,box,1
2243,,box,1
2213,,box,1
2308,,box,1
2316,,box,1
2272,,box,1
2086,,box,1
2032,,box,1
2133,,box,1
2113,,box,1
1338,,box,1
2533,,box,1
2648,,box,1
2605,,box,1
2594,,box,1
2626,,box,1
2625,,box,1
2411,,box,1
2345,,box,1
2374,,box,1
2368,,box,1
2481,,box,1
1560,,box,1
1570,,box,1
1545,,box,1
1514,,box,1
1506,,box,1
1542,,box,1
1532,,box,1
1589,,box,1
1591,,box,1
1612,,box,1
1399,,box,1
1394,,box,1
1349,,box,1
1365,,box,1
1475,,box,1
1474,,box,1
1428,,box,1
1425,,box,1
1458,,box,1
1841,,box,1
1968,,box,1
1954,,box,1
1948,,box,1
1811,,box,1
1810,,box,1
1806,,box,1
1824,,box,1
2336,,brainiac,1
2457,,brainiac,1
1920,,brainiac,1
778,,brakes,1
2159,,bretons,1
5194,,brettspielnetz,1
4682,,brick,1
2189,,bridges,1
1266,,britannia,1
1991,,british,1
2289,,brownslopes,1
5029,,bucephalus,1
3928,,buggo,1
3932,,bugs,1
3931,,bugs,1
3930,,bugs,1
1486,,build,1
5089,,buy,1
5119,,buy,1
4235,,buy,1
3401,,bwahaha,1
301,,bystanders,1
3076,,ca,1
2422,,cameronius,1
505,,cannae,1
4456,,cannons,1
1375,,cannons,1
308,,capture,1
1422,,capture,1
2927,,card,1
3284,,card,1
4035,,card,1
2247,,card,1
2003,,card,1
3542,,cards,1
3608,,cards,1
3628,,cards,1
3418,,cards,1
3927,,cards,1
3989,,cards,1
3959,,cards,1
3831,,cards,1
2977,,cards,1
2736,,cards,1
3227,,cards,1
3289,,cards,1
3043,,cards,1
3135,,cards,1
4930,,cards,1
4692,,cards,1
5225,,cards,1
5249,,cards,1
5326,,cards,1
5068,,cards,1
5018,,cards,1
5144,,cards,1
5108,,cards,1
5128,,cards,1
4208,,cards,1
4064,,cards,1
4063,,cards,1
4048,,cards,1
4514,,cards,1
4610,,cards,1
4609,,cards,1
4608,,cards,1
4607,,cards,1
4598,,cards,1
4364,,cards,1
1193,,cards,1
1066,,cards,1
1028,,cards,1
309,,cards,1
554,,cards,1
354,,cards,1
477,,cards,1
2314,,cards,1
2329,,cards,1
2298,,cards,1
1981,,cards,1
4646,,cardsdicerules,1
2864,,careful,1
5257,,careful,1
4618,,careful,1
495,,careful,1
2604,,careful,1
2938,,carrhae,1
1108,,cars,1
1728,,castile,1
2616,,castle,1
3195,,catch,1
4846,,catch,1
4217,,catch,1
975,,catch,1
1153,,catch,1
2102,,catch,1
4943,,categories,1
5215,,categories,1
4393,,categories,1
2236,,categories,1
2548,,cattack,1
792,,celles,1
2332,,century,1
5296,,challenge,1
974,,challenge,1
3616,,challenges,1
133,,chancellorsvillerd,1
4311,,chaoticgame,1
3351,,characters,1
4740,,characters,1
4822,,characters,1
4020,,characters,1
809,,characters,1
1194,,characters,1
2341,,characters,1
1436,,characters,1
4371,,charades,1
1022,,charlemagne,1
634,,charles,1
2693,,charts,1
92,,charts,1
2363,,charts,1
4716,,chase,1
1658,,check,1
1495,,check,1
1290,,cheers,1
4141,,cheeseweasel,1
2366,,chessboard,1
3246,,chips,1
132,,choice,1
456,,choice,1
757,,choices,1
3061,,chomp,1
4532,,chomp,1
3098,,choose,1
4720,,choose,1
921,,choose,1
2184,,choose,1
3967,,chosen,1
3829,,choses,1
1332,,chr,1
1036,,cities,1
1413,,cities,1
375,,citycapitals,1
197,,civilization,1
45,,civilization,1
211,,clair,1
483,,claus,1
3253,,cleo,1
791,,clervaux,1
637,,cliquenabend,1
3192,,code,1
2389,,col,1
5120,,collect,1
1150,,collectible,1
2834,,collection,1
3555,,com,1
3584,,com,1
3660,,com,1
3612,,com,1
3602,,com,1
3620,,com,1
3360,,com,1
3903,,com,1
3885,,com,1
3871,,com,1
3955,,com,1
3728,,com,1
3706,,com,1
3805,,com,1
3775,,com,1
2892,,com,1
2905,,com,1
2857,,com,1
2854,,com,1
2983,,com,1
2749,,com,1
2825,,com,1
2771,,com,1
2769,,com,1
3232,,com,1
3228,,com,1
3300,,com,1
3297,,com,1
3263,,com,1
3059,,com,1
3078,,com,1
3012,,com,1
3032,,com,1
4907,,com,1
4855,,com,1
4964,,com,1
4957,,com,1
4723,,com,1
5256,,com,1
5276,,com,1
5122,,com,1
4251,,com,1
4317,,com,1
4316,,com,1
4327,,com,1
4293,,com,1
4056,,com,1
4089,,com,1
4092,,com,1
4563,,com,1
4662,,com,1
4660,,com,1
4602,,com,1
4423,,com,1
4417,,com,1
4385,,com,1
734,,com,1
751,,com,1
1233,,com,1
1237,,com,1
1304,,com,1
1275,,com,1
1281,,com,1
1053,,com,1
1138,,com,1
1088,,com,1
190,,com,1
266,,com,1
278,,com,1
581,,com,1
572,,com,1
571,,com,1
388,,com,1
2262,,com,1
2050,,com,1
2083,,com,1
2081,,com,1
2126,,com,1
2560,,com,1
2546,,com,1
2543,,com,1
2358,,com,1
2472,,com,1
2464,,com,1
1504,,com,1
1512,,com,1
1397,,com,1
1342,,com,1
1489,,com,1
1899,,com,1
1904,,com,1
1858,,com,1
1867,,com,1
1921,,com,1
1961,,com,1
1684,,com,1
1808,,com,1
1777,,com,1
3513,,comadders,1
2061,,combat,1
2479,,combat,1
2242,,combinations,1
113,,combined,1
2382,,combkpagesbkprodpagesbkgameproddescr,1
148,,comboardgamecatacombsthirdedition,1
3985,,comboardgamefamilybattlecommandseries,1
3981,,combookswargameshandbookmetz,1
955,,comchangelog,1
3386,,comcollectionsproduct,1
3999,,comdil,1
2337,,comdsstarsmuggler,1
4974,,come,1
4261,,come,1
764,,come,1
1132,,come,1
79,,come,1
1141,,comedgenews,1
50,,comes,1
1618,,comfallenangeltheboardgame,1
2988,,comfatalframe,1
827,,comffgcontentgameofthroneshbogameofthronesrulebook,1
3202,,comfolderviewidbyhmwoeqvauukztvyrthlqvuuspsharing,1
2302,,comfutboardgamevideos,1
3522,,comgameshamlet,1
1877,,comgamesidkwdywtp,1
2423,,comgamesmutton,1
71,,comgamesroborallycomingsoon,1
4657,,comgameswarpspawnmaltac,1
5292,,comgreedquestindex,1
2046,,coming,1
2025,,comjagaonlinewb,1
4161,,comkingdomhearts,1
2170,,comkogworksindex,1
4387,,comkonkurencja,1
1031,,command,1
2292,,command,1
701,,commander,1
2153,,commanders,1
5206,,comnbxnews,1
3691,,comp,1
2304,,companies,1
2182,,complexity,1
3597,,compnprm,1
3604,,components,1
3626,,components,1
3481,,components,1
3498,,components,1
3958,,components,1
3962,,components,1
3737,,components,1
3760,,components,1
3768,,components,1
3763,,components,1
2997,,components,1
2744,,components,1
2838,,components,1
3288,,components,1
3282,,components,1
3018,,components,1
3092,,components,1
4858,,components,1
4882,,components,1
4995,,components,1
4746,,components,1
4779,,components,1
5186,,components,1
5321,,components,1
5043,,components,1
5156,,components,1
5174,,components,1
4030,,components,1
4047,,components,1
4357,,components,1
4379,,components,1
4375,,components,1
4427,,components,1
4446,,components,1
4457,,components,1
846,,components,1
997,,components,1
990,,components,1
717,,components,1
779,,components,1
1333,,components,1
1295,,components,1
1038,,components,1
1085,,components,1
1154,,components,1
1089,,components,1
185,,components,1
137,,components,1
96,,components,1
585,,components,1
635,,components,1
402,,components,1
418,,components,1
2246,,components,1
2183,,components,1
2175,,components,1
2204,,components,1
2129,,components,1
2506,,components,1
2522,,components,1
2660,,components,1
2468,,components,1
2460,,components,1
1533,,components,1
1455,,components,1
1945,,components,1
1736,,components,1
3550,,comprojectsandoriabattlefields,1
1616,,comprojectsasteriagamesfallenangeldescription,1
3095,,comprojectsforsakengamesforsakenforestspirituprising,1
1497,,comprojectslegionsofsteelclassiclegionsofsteelscifimmmetalminiaturesrefcreatornav,1
1392,,computtruc,1
5076,,comrats,1
3596,,comredmenace,1
2232,,comreviewsfrance,1
4380,,comrpgdragonstorm,1
5163,,comsgmausoleuminfo,1
3405,,comsiegestonesmoregames,1
4017,,comsinkbismarck,1
4849,,comsolodungeonbash,1
5204,,comspanc,1
2192,,comstoreappsdetailsidcom,1
2612,,comtelechargementsen,1
4181,,comthread,1
1427,,comthreaderratathread,1
2162,,comthreadwipcointribesrevoltcardnanogamepnpco,1
5189,,comvideogamefranticfrankfurt,1
2249,,comwargamesitemap,1
3819,,comwatchvvxqvszjbm,1
2173,,comwatchvysqqddximy,1
3587,,comwikihus,1
5191,,comzombietown,1
2299,,concept,1
2645,,conflix,1
4702,,confused,1
4673,,confused,1
83,,conquer,1
1585,,conquest,1
3896,,consimworld,1
2195,,constructo,1
2681,,contains,1
2692,,contains,1
3187,,contains,1
5304,,contains,1
4041,,contains,1
688,,contains,1
500,,contains,1
2027,,contains,1
1523,,contains,1
3645,,content,1
3945,,content,1
2906,,content,1
3172,,content,1
3042,,content,1
4075,,content,1
4172,,content,1
773,,content,1
1850,,content,1
3648,,contents,1
3605,,contents,1
3630,,contents,1
3417,,contents,1
3354,,contents,1
3352,,contents,1
3380,,contents,1
3504,,contents,1
3495,,contents,1
3457,,contents,1
3917,,contents,1
3873,,contents,1
3869,,contents,1
3926,,contents,1
4006,,contents,1
3936,,contents,1
3842,,contents,1
3727,,contents,1
3699,,contents,1
3812,,contents,1
3793,,contents,1
2877,,contents,1
2973,,contents,1
2956,,contents,1
2953,,contents,1
2839,,contents,1
2795,,contents,1
3244,,contents,1
3320,,contents,1
3279,,contents,1
3069,,contents,1
3048,,contents,1
3015,,contents,1
3134,,contents,1
3162,,contents,1
3102,,contents,1
3093,,contents,1
4879,,contents,1
4988,,contents,1
5005,,contents,1
4969,,contents,1
4686,,contents,1
5253,,contents,1
5283,,contents,1
5277,,contents,1
5017,,contents,1
5051,,contents,1
5153,,contents,1
4230,,contents,1
4218,,contents,1
4192,,contents,1
4189,,contents,1
4204,,contents,1
4321,,contents,1
4338,,contents,1
4268,,contents,1
4024,,contents,1
4146,,contents,1
4570,,contents,1
4585,,contents,1
4577,,contents,1
4511,,contents,1
4521,,contents,1
4513,,contents,1
4547,,contents,1
4645,,contents,1
4613,,contents,1
4597,,contents,1
4420,,contents,1
4352,,contents,1
4363,,contents,1
4472,,contents,1
4505,,contents,1
4455,,contents,1
935,,contents,1
942,,contents,1
725,,contents,1
703,,contents,1
805,,contents,1
812,,contents,1
1213,,contents,1
1319,,contents,1
1287,,contents,1
1027,,contents,1
1126,,contents,1
1122,,contents,1
247,,contents,1
60,,contents,1
80,,contents,1
551,,contents,1
626,,contents,1
601,,contents,1
389,,contents,1
408,,contents,1
351,,contents,1
428,,contents,1
2270,,contents,1
2264,,contents,1
2294,,contents,1
2109,,contents,1
2556,,contents,1
2590,,contents,1
2603,,contents,1
2343,,contents,1
2474,,contents,1
1550,,contents,1
1668,,contents,1
1403,,contents,1
1373,,contents,1
1672,,contents,1
1942,,contents,1
1747,,contents,1
1743,,contents,1
1831,,contents,1
1769,,contents,1
1789,,contents,1
785,,contest,1
3619,,contra,1
1297,,cooperative,1
3508,,cornejo,1
3636,,counters,1
3672,,counters,1
3503,,counters,1
3434,,counters,1
3450,,counters,1
3884,,counters,1
3940,,counters,1
3934,,counters,1
3741,,counters,1
3782,,counters,1
3789,,counters,1
3341,,counters,1
2911,,counters,1
2867,,counters,1
2735,,counters,1
2732,,counters,1
2703,,counters,1
3241,,counters,1
3189,,counters,1
3080,,counters,1
3037,,counters,1
3165,,counters,1
4857,,counters,1
4870,,counters,1
4710,,counters,1
5084,,counters,1
4283,,counters,1
4066,,counters,1
4112,,counters,1
4381,,counters,1
847,,counters,1
980,,counters,1
1221,,counters,1
1321,,counters,1
1086,,counters,1
2335,,counters,1
2330,,counters,1
2015,,counters,1
2106,,counters,1
2120,,counters,1
2662,,counters,1
2375,,counters,1
2370,,counters,1
2503,,counters,1
2490,,counters,1
2461,,counters,1
2456,,counters,1
1597,,counters,1
1595,,counters,1
1456,,counters,1
1937,,counters,1
1951,,counters,1
1744,,counters,1
1770,,counters,1
2995,,countersheet,1
813,,countersheets,1
4799,,country,1
695,,country,1
253,,country,1
18,,course,1
1339,,course,1
3808,,cover,1
4955,,cover,1
4773,,cover,1
4,,cover,1
467,,cover,1
2317,,cover,1
2318,,cover,1
2452,,cr,1
2451,,cr,1
2450,,cr,1
2307,,crosscribb,1
3177,,crts,1
2334,,crts,1
3088,,crusadernov,1
1161,,cupid,1
1152,,curtis,1
507,,cynocephalae,1
754,,darin,1
2276,,darius,1
1118,,david,1
2231,,david,1
2217,,david,1
1632,,dawn,1
52,,day,1
1386,,days,1
1207,,daysturn,1
2141,,daysturn,1
1978,,daysturn,1
1936,,daysturn,1
1260,,dayturn,1
3212,,dddverlag,1
1622,,dead,1
2095,,deal,1
1659,,deapp,1
3070,,dec,1
3086,,dec,1
3074,,dec,1
3072,,dec,1
816,,dec,1
1573,,dec,1
2510,,december,1
1364,,december,1
1343,,decide,1
3804,,decisiongames,1
2770,,decisiongames,1
2768,,decisiongames,1
3262,,decisiongames,1
3031,,decisiongames,1
2082,,decisiongames,1
2559,,decisiongames,1
2357,,decisiongames,1
4100,,deck,1
4528,,deck,1
3961,,decks,1
714,,decks,1
3479,,defamilienspieletridom,1
1755,,definitions,1
638,,deindex,1
604,,deindex,1
108,,dekukdefault,1
1396,,denizengames,1
3975,,description,1
2730,,description,1
3099,,description,1
4107,,description,1
4595,,description,1
4443,,description,1
1216,,description,1
1248,,description,1
1029,,description,1
68,,description,1
335,,description,1
481,,description,1
2320,,description,1
1582,,description,1
1449,,description,1
1839,,description,1
4453,,designer,1
75,,designer,1
152,,designer,1
398,,designer,1
2131,,designer,1
1567,,designer,1
1645,,designer,1
1665,,designer,1
1856,,designer,1
1953,,designer,1
4945,,designerpublisher,1
784,,designerpublisher,1
4949,,designers,1
5281,,designers,1
4497,,designers,1
870,,designers,1
1347,,designers,1
1740,,designers,1
126,,designing,1
440,,details,1
2872,,dice,1
2958,,dice,1
2792,,dice,1
4735,,dice,1
5309,,dice,1
5069,,dice,1
5021,,dice,1
4050,,dice,1
4586,,dice,1
4376,,dice,1
855,,dice,1
814,,dice,1
1065,,dice,1
1055,,dice,1
1016,,dice,1
10,,dice,1
363,,dice,1
362,,dice,1
429,,dice,1
2218,,dice,1
2064,,dice,1
2562,,dice,1
1457,,dice,1
1749,,dice,1
1828,,dice,1
3293,,dicegame,1
4077,,dices,1
2954,,didit,1
3435,,die,1
3796,,die,1
2882,,die,1
2881,,die,1
2880,,die,1
2879,,die,1
2878,,die,1
3173,,die,1
3103,,die,1
4989,,die,1
4982,,die,1
4765,,die,1
5187,,die,1
5330,,die,1
4163,,die,1
4382,,die,1
4506,,die,1
157,,die,1
121,,die,1
382,,die,1
2273,,die,1
2550,,die,1
1804,,die,1
1996,,differences,1
2807,,different,1
2403,,different,1
4407,,difficult,1
2409,,dimensions,1
4240,,discarded,1
1685,,discarded,1
4639,,doesnt,1
912,,dog,1
103,,doge,1
4105,,dogfights,1
5201,,doom,1
5324,,doom,1
5323,,doom,1
5325,,doom,1
14,,doom,1
3065,,dr,1
4248,,dr,1
4246,,dr,1
4185,,dr,1
4216,,dr,1
1114,,dr,1
1880,,dr,1
1834,,dr,1
1335,,dragon,1
1186,,dragonling,1
1971,,dream,1
1829,,dreux,1
4295,,duh,1
2193,,dummysoft,1
1640,,dungeon,1
1380,,dungeon,1
4413,,dunnigan,1
4205,,dvd,1
4292,,dvd,1
4025,,dvd,1
2157,,dvd,1
2402,,earth,1
1111,,earthyear,1
4541,,easy,1
4390,,easy,1
882,,easy,1
1103,,easy,1
589,,easy,1
2796,,eboats,1
4847,,edition,1
4931,,edition,1
5303,,edition,1
5302,,edition,1
4480,,edition,1
901,,editions,1
4109,,ee,1
1720,,eh,1
873,,elfenland,1
2719,,embody,1
3938,,emptymarketrule,1
2365,,empyrean,1
3075,,en,1
4179,,end,1
698,,end,1
322,,end,1
616,,end,1
2221,,end,1
2413,,end,1
2421,,end,1
2484,,end,1
1859,,end,1
1315,,ended,1
1547,,ending,1
2563,,eng,1
31,,english,1
2529,,english,1
1558,,english,1
4862,,entertainment,1
2396,,entirely,1
373,,epoch,1
372,,epoch,1
371,,epoch,1
370,,epoch,1
369,,epoch,1
5095,,equipment,1
5127,,equipment,1
2187,,equipment,1
2515,,equipment,1
2354,,equipment,1
756,,eric,1
1605,,erickson,1
